"ad_date","media_source","min_spend","max_spend","avg_spend","min_impressions","max_impressions","avg_impressions","min_clicks","max_clicks","avg_clicks","min_value","max_value","avg_value"
2021-07-23,Google Ads,907.00,17467.00,6482.25,3998.00,55943.00,20743.50,63.00,330.00,178.25,964.00,27647.00,9535.75
2021-07-24,Facebook Ads,873.00,54497.00,14524.63,15397.00,153367.00,39350.13,35.00,728.00,263.75,1356.00,81684.00,22525.88
2021-07-24,Google Ads,1665.00,14525.00,8491.00,13839.00,33094.00,22422.67,36.00,551.00,299.67,1865.00,10936.00,6846.00
2021-07-25,Facebook Ads,1482.00,37055.00,9439.88,3700.00,97650.00,27231.88,36.00,2204.00,445.50,1920.00,59515.00,14327.38
2021-07-25,Google Ads,1369.00,25067.00,9588.00,7755.00,81436.00,34911.33,54.00,462.00,235.33,1752.00,31309.00,11765.33
2021-07-26,Facebook Ads,1615.00,21521.00,7573.43,5925.00,84220.00,29354.57,30.00,468.00,184.86,1429.00,17915.00,7852.00
2021-07-26,Google Ads,2098.00,5998.00,3331.50,4575.00,15829.00,10498.00,30.00,176.00,88.25,2132.00,4528.00,3590.50
2021-07-27,Facebook Ads,1776.00,44489.00,9082.88,6425.00,95014.00,30777.13,36.00,434.00,196.25,2200.00,74211.00,13849.75
2021-07-27,Google Ads,2343.00,8648.00,6026.20,4674.00,82097.00,25747.00,109.00,197.00,138.40,2668.00,11135.00,7187.00
2021-07-28,Facebook Ads,2498.00,32881.00,10071.00,5669.00,95050.00,28143.25,46.00,1131.00,360.88,2645.00,51180.00,13909.88
2021-07-28,Google Ads,2658.00,29119.00,9272.00,2785.00,88994.00,27772.40,51.00,174.00,108.40,3597.00,19570.00,7716.00
2021-07-29,Facebook Ads,1976.00,27989.00,9708.13,4732.00,127024.00,27577.63,34.00,705.00,175.88,2547.00,31856.00,11585.13
2021-07-29,Google Ads,461.00,17201.00,5928.75,2627.00,59838.00,24022.00,51.00,324.00,168.25,493.00,14485.00,5248.50
2021-07-30,Facebook Ads,1111.00,36739.00,8652.00,2360.00,89697.00,29315.17,26.00,380.00,173.83,947.00,37448.00,9371.00
2021-07-30,Google Ads,853.00,26785.00,6734.20,5126.00,19665.00,10694.20,18.00,283.00,112.60,761.00,27070.00,7259.00
2021-07-31,Facebook Ads,760.00,24950.00,6279.00,5377.00,25751.00,14468.14,28.00,1223.00,279.29,674.00,22109.00,6518.43
2021-07-31,Google Ads,1237.00,13739.00,5113.67,2794.00,94422.00,23272.00,15.00,212.00,108.17,842.00,15424.00,6267.83
2021-08-01,Facebook Ads,2634.00,29792.00,9966.00,5500.00,96408.00,23950.50,36.00,1283.00,278.63,2633.00,40455.00,11543.25
2021-08-01,Google Ads,1158.00,7819.00,4351.00,3679.00,20698.00,12633.80,16.00,397.00,171.80,1555.00,7841.00,4525.60
2021-08-02,Facebook Ads,603.00,23159.00,6688.13,4151.00,88247.00,26612.25,11.00,1413.00,345.75,494.00,19194.00,7569.63
2021-08-02,Google Ads,1587.00,24147.00,7000.60,4220.00,55535.00,18192.80,34.00,330.00,158.80,1226.00,32438.00,8982.80
2021-08-03,Facebook Ads,640.00,21654.00,8069.38,4719.00,83830.00,28669.50,4.00,886.00,245.13,981.00,28806.00,8815.50
2021-08-03,Google Ads,1617.00,7366.00,4667.67,11447.00,28850.00,19272.00,53.00,138.00,98.33,1085.00,7294.00,4478.67
2021-08-04,Facebook Ads,595.00,26537.00,8540.44,1012.00,143900.00,36110.22,7.00,1499.00,373.00,786.00,28809.00,9673.56
2021-08-04,Google Ads,936.00,25567.00,9057.00,2625.00,43569.00,18280.00,21.00,390.00,234.50,701.00,31926.00,10398.50
2021-08-05,Facebook Ads,796.00,35695.00,8528.14,1846.00,133513.00,42410.29,2.00,742.00,279.71,608.00,49716.00,11977.86
2021-08-05,Google Ads,3885.00,6711.00,5298.00,16058.00,110292.00,63175.00,200.00,818.00,509.00,3119.00,9519.00,6319.00
2021-08-06,Facebook Ads,432.00,39949.00,10622.67,3509.00,57555.00,19013.33,3.00,1543.00,329.33,525.00,56758.00,14749.33
2021-08-06,Google Ads,607.00,11757.00,6234.20,1003.00,57096.00,20552.20,11.00,497.00,237.60,447.00,16431.00,6250.00
2021-08-07,Facebook Ads,629.00,8872.00,3844.13,3557.00,92769.00,23010.75,2.00,1057.00,266.13,646.00,13672.00,5423.25
2021-08-07,Google Ads,1254.00,28251.00,8465.60,439.00,141012.00,36349.20,15.00,765.00,247.80,1163.00,44216.00,12644.80
2021-08-08,Facebook Ads,579.00,21487.00,5155.63,3343.00,135313.00,38067.38,6.00,657.00,221.25,446.00,28184.00,6887.50
2021-08-08,Google Ads,855.00,22239.00,7447.00,977.00,76835.00,31359.75,13.00,905.00,333.50,733.00,23473.00,8214.50
2021-08-09,Facebook Ads,0.00,17105.00,5005.89,0.00,130006.00,26906.78,0.00,921.00,240.00,0.00,18478.00,6594.89
2021-08-09,Google Ads,0.00,35562.00,9390.50,0.00,34739.00,13115.00,0.00,174.00,75.00,0.00,34120.00,9127.50
2021-08-10,Facebook Ads,682.00,25167.00,7370.50,5469.00,117116.00,39398.88,2.00,830.00,258.75,748.00,27945.00,8311.75
2021-08-10,Google Ads,618.00,6999.00,2425.25,3433.00,30093.00,13450.75,2.00,100.00,43.50,950.00,5881.00,2413.25
2021-08-11,Facebook Ads,783.00,28805.00,8603.63,5746.00,134249.00,36229.13,5.00,1007.00,278.88,602.00,24581.00,9716.75
2021-08-11,Google Ads,2457.00,35915.00,13680.67,3093.00,43152.00,17172.33,31.00,512.00,195.67,1790.00,53327.00,19334.67
2021-08-12,Facebook Ads,220.00,31306.00,7932.38,1865.00,151554.00,28858.75,4.00,1358.00,312.00,326.00,51225.00,12354.50
2021-08-12,Google Ads,1329.00,33399.00,7554.00,1855.00,87597.00,19905.83,18.00,663.00,151.83,1550.00,46593.00,10211.50
2021-08-13,Facebook Ads,287.00,18266.00,5309.25,4875.00,98595.00,22486.25,3.00,1101.00,257.50,236.00,18625.00,6737.75
2021-08-13,Google Ads,1327.00,9178.00,4141.60,3537.00,111716.00,27805.20,13.00,833.00,258.20,980.00,9649.00,4379.60
2021-08-14,Facebook Ads,381.00,18616.00,6148.13,5871.00,101731.00,35708.50,3.00,450.00,203.38,451.00,27475.00,7900.38
2021-08-14,Google Ads,1767.00,4359.00,2635.25,3259.00,8514.00,6081.75,11.00,121.00,78.00,1160.00,3427.00,2505.75
2021-08-15,Facebook Ads,754.00,43823.00,11968.00,3668.00,100231.00,32334.13,1.00,796.00,193.00,1195.00,65139.00,15558.75
2021-08-15,Google Ads,1102.00,26805.00,8591.67,1351.00,33818.00,16501.33,35.00,369.00,171.33,925.00,41080.00,12467.50
2021-08-16,Facebook Ads,189.00,21635.00,5467.22,2159.00,150618.00,34276.56,0.00,1621.00,422.11,264.00,27796.00,6870.89
2021-08-16,Google Ads,1772.00,8208.00,4233.25,3020.00,66182.00,22869.50,46.00,269.00,150.50,1989.00,7126.00,3649.25
2021-08-17,Facebook Ads,499.00,32568.00,8383.50,538.00,123179.00,25344.25,16.00,750.00,223.25,626.00,55345.00,13062.25
2021-08-17,Google Ads,188.00,35888.00,9934.60,1681.00,100834.00,25708.00,9.00,166.00,87.20,197.00,52608.00,13526.40
2021-08-18,Facebook Ads,1340.00,39846.00,9771.25,3697.00,69406.00,20163.88,6.00,649.00,241.50,2124.00,30219.00,10534.25
2021-08-18,Google Ads,1230.00,25576.00,7558.00,891.00,24998.00,13935.75,5.00,570.00,171.50,1487.00,20482.00,6626.00
2021-08-19,Facebook Ads,2972.00,15258.00,5925.00,4164.00,141516.00,32076.43,32.00,766.00,177.00,2460.00,23338.00,7619.71
2021-08-19,Google Ads,1646.00,7226.00,3648.00,5076.00,22136.00,10982.25,28.00,151.00,103.25,1704.00,7067.00,4178.25
2021-08-20,Facebook Ads,2230.00,26287.00,8512.25,4962.00,99411.00,25423.88,17.00,752.00,257.88,1859.00,31410.00,10964.75
2021-08-20,Google Ads,990.00,36897.00,10960.00,4798.00,45568.00,23328.50,6.00,126.00,75.00,1539.00,47507.00,13682.00
2021-08-21,Facebook Ads,939.00,42480.00,10622.13,763.00,51395.00,22467.38,29.00,748.00,289.13,1473.00,60103.00,12897.50
2021-08-21,Google Ads,583.00,9535.00,4401.33,3122.00,18035.00,11591.33,13.00,204.00,124.33,813.00,10073.00,4963.33
2021-08-22,Facebook Ads,1762.00,33051.00,8749.14,2856.00,120256.00,39807.14,16.00,1268.00,408.86,2143.00,34241.00,9851.29
2021-08-22,Google Ads,825.00,22269.00,6767.17,3078.00,107699.00,27665.83,17.00,457.00,191.33,858.00,16618.00,6248.33
2021-08-23,Facebook Ads,1417.00,35226.00,8163.88,4367.00,82750.00,24724.63,8.00,797.00,311.63,1583.00,30196.00,8700.63
2021-08-23,Google Ads,1192.00,7282.00,5510.75,920.00,13792.00,8082.75,7.00,285.00,131.25,1705.00,10888.00,7167.00
2021-08-24,Facebook Ads,1238.00,10844.00,5137.14,3672.00,116059.00,40187.14,9.00,1356.00,369.57,1567.00,15334.00,5751.29
2021-08-24,Google Ads,1894.00,10289.00,5486.80,4962.00,78468.00,26803.00,61.00,294.00,167.60,1687.00,14349.00,7012.20
2021-08-25,Facebook Ads,1060.00,24969.00,6311.14,2394.00,87086.00,19671.71,15.00,294.00,101.14,1433.00,19335.00,5873.86
2021-08-25,Google Ads,877.00,31033.00,9478.00,3319.00,97634.00,30418.00,128.00,611.00,276.75,1168.00,31506.00,9645.50
2021-08-26,Facebook Ads,1537.00,25389.00,7681.00,2904.00,90119.00,27027.83,15.00,435.00,174.17,2060.00,34122.00,10601.33
2021-08-26,Google Ads,1485.00,15246.00,6543.25,367.00,28026.00,18928.75,6.00,214.00,139.00,2100.00,21434.00,8767.75
2021-08-27,Facebook Ads,1565.00,23609.00,10240.29,1487.00,98245.00,34391.71,10.00,863.00,261.29,2265.00,26387.00,11890.71
2021-08-27,Google Ads,1480.00,5625.00,3864.33,3515.00,27893.00,16494.00,127.00,178.00,155.33,2211.00,8004.00,5360.00
2021-08-28,Facebook Ads,0.00,30697.00,10266.29,0.00,109558.00,33849.43,0.00,1039.00,364.29,0.00,49403.00,14172.00
2021-08-28,Google Ads,0.00,30781.00,8139.00,0.00,69023.00,20990.67,0.00,616.00,176.17,0.00,22729.00,6649.17
2021-08-29,Facebook Ads,883.00,24329.00,8533.00,1737.00,86638.00,27400.71,8.00,465.00,148.29,946.00,41989.00,14693.43
2021-08-29,Google Ads,2585.00,11206.00,7696.00,2483.00,32019.00,16335.50,37.00,385.00,225.00,3650.00,12915.00,9599.75
2021-08-30,Facebook Ads,321.00,41534.00,11620.43,2284.00,96043.00,25322.00,14.00,1043.00,310.57,523.00,69376.00,17632.14
2021-08-30,Google Ads,1300.00,22557.00,8875.00,4158.00,85526.00,31508.67,33.00,409.00,214.00,975.00,18536.00,7738.33
2021-08-31,Facebook Ads,0.00,22141.00,5058.88,0.00,86327.00,22521.63,0.00,830.00,207.63,0.00,31517.00,7561.00
2021-08-31,Google Ads,791.00,11692.00,6964.00,812.00,28566.00,14498.67,10.00,334.00,156.33,1050.00,15180.00,8494.33
2021-09-01,Facebook Ads,1423.00,19395.00,5796.86,2213.00,85797.00,31341.43,28.00,834.00,253.43,1195.00,32333.00,8493.71
2021-09-01,Google Ads,9435.00,37172.00,23303.50,31766.00,128102.00,79934.00,170.00,662.00,416.00,15270.00,57921.00,36595.50
2021-09-02,Facebook Ads,1465.00,15981.00,5409.67,921.00,74599.00,22512.17,25.00,1063.00,276.17,1557.00,21351.00,6815.17
2021-09-02,Google Ads,1562.00,12089.00,4317.00,3217.00,11394.00,6484.00,13.00,265.00,134.25,1429.00,16518.00,5577.75
2021-09-03,Facebook Ads,911.00,38244.00,9906.33,1339.00,76038.00,27181.67,9.00,445.00,214.00,1005.00,39881.00,11901.50
2021-09-03,Google Ads,726.00,30007.00,7855.83,2300.00,85299.00,22281.83,14.00,540.00,158.50,707.00,38408.00,9681.50
2021-09-04,Facebook Ads,859.00,38400.00,12220.13,1842.00,107630.00,28801.50,3.00,602.00,194.13,863.00,36411.00,14096.50
2021-09-04,Google Ads,651.00,36603.00,10525.25,1491.00,44655.00,12694.00,10.00,221.00,106.25,475.00,26841.00,8563.50
2021-09-05,Facebook Ads,644.00,25688.00,7174.50,2574.00,53193.00,15618.25,5.00,613.00,178.13,966.00,23734.00,9019.38
2021-09-05,Google Ads,608.00,32003.00,11657.00,4861.00,102917.00,39422.33,9.00,109.00,69.00,933.00,21021.00,7981.33
2021-09-06,Facebook Ads,1005.00,25487.00,6736.13,1108.00,85563.00,26761.63,14.00,672.00,184.00,845.00,34569.00,8644.75
2021-09-06,Google Ads,918.00,9928.00,4308.75,2641.00,21586.00,9760.00,16.00,299.00,102.00,874.00,13080.00,5800.00
2021-09-07,Facebook Ads,188.00,40008.00,7951.22,905.00,66407.00,23525.00,8.00,704.00,182.11,270.00,51634.00,10159.44
2021-09-07,Google Ads,954.00,4854.00,2263.50,386.00,11798.00,7589.00,8.00,82.00,49.25,1183.00,7589.00,3269.25
2021-09-08,Facebook Ads,517.00,31305.00,9554.38,709.00,127916.00,29938.38,3.00,476.00,124.00,743.00,32491.00,9779.63
2021-09-08,Google Ads,283.00,9429.00,3305.25,1749.00,22382.00,9931.25,14.00,128.00,57.25,242.00,11544.00,3880.25
2021-09-09,Facebook Ads,417.00,16538.00,4737.78,3363.00,48785.00,17058.78,4.00,458.00,133.67,439.00,15399.00,6177.44
2021-09-09,Google Ads,1252.00,6872.00,4662.33,14588.00,81840.00,37473.33,63.00,325.00,177.33,1581.00,7924.00,5231.33
2021-09-10,Facebook Ads,195.00,42850.00,8128.30,2166.00,38919.00,17804.00,2.00,368.00,113.10,207.00,37057.00,7236.70
2021-09-10,Google Ads,1411.00,20913.00,5636.83,1616.00,72870.00,17134.17,18.00,209.00,76.83,1199.00,16346.00,5028.50
2021-09-11,Facebook Ads,306.00,21751.00,6464.11,464.00,55955.00,17226.44,2.00,193.00,74.89,508.00,24589.00,8165.78
2021-09-11,Google Ads,352.00,15909.00,6053.50,4426.00,73548.00,27848.50,50.00,285.00,172.75,389.00,18280.00,7249.00
2021-09-12,Facebook Ads,1535.00,18960.00,6706.83,8880.00,77612.00,33613.67,74.00,345.00,168.67,1280.00,18706.00,8207.67
2021-09-12,Google Ads,747.00,17294.00,8286.25,9763.00,89694.00,31519.50,52.00,194.00,150.50,770.00,22804.00,10131.50
2021-09-13,Facebook Ads,132.00,18484.00,5615.70,2714.00,61379.00,22754.30,1.00,313.00,107.90,153.00,21521.00,7431.30
2021-09-13,Google Ads,1173.00,11383.00,3868.20,1729.00,15425.00,7437.20,15.00,81.00,51.40,1322.00,9343.00,3907.60
2021-09-14,Facebook Ads,173.00,31171.00,10139.00,9199.00,28902.00,17071.86,5.00,693.00,243.86,130.00,34737.00,13626.71
2021-09-14,Google Ads,583.00,23932.00,7188.17,2528.00,50032.00,13627.33,23.00,534.00,172.50,422.00,26468.00,7363.17
2021-09-15,Facebook Ads,387.00,33908.00,11287.63,1621.00,51329.00,14124.63,14.00,509.00,144.75,397.00,40872.00,15479.00
2021-09-15,Google Ads,631.00,36435.00,12230.50,1887.00,22865.00,9442.50,21.00,331.00,133.00,682.00,41546.00,12661.25
2021-09-16,Facebook Ads,839.00,21099.00,5743.00,981.00,42606.00,15454.50,5.00,345.00,112.13,734.00,16136.00,5729.13
2021-09-16,Google Ads,2372.00,5754.00,3830.00,3195.00,16049.00,11206.50,4.00,235.00,107.25,2297.00,5188.00,3579.75
2021-09-17,Facebook Ads,1630.00,14371.00,5376.43,3294.00,40842.00,19039.00,18.00,490.00,164.43,1269.00,24568.00,8237.71
2021-09-17,Google Ads,1864.00,7212.00,4149.75,1475.00,27453.00,12138.50,12.00,218.00,71.50,1434.00,8055.00,5046.00
2021-09-18,Facebook Ads,853.00,29384.00,9182.44,1556.00,103177.00,24769.56,9.00,315.00,113.00,976.00,30755.00,10819.22
2021-09-18,Google Ads,1646.00,8648.00,3687.50,2504.00,25141.00,11393.50,4.00,152.00,69.50,1094.00,13938.00,5012.50
2021-09-19,Facebook Ads,177.00,23459.00,6290.00,497.00,71426.00,26789.50,4.00,510.00,184.25,182.00,35468.00,9472.63
2021-09-19,Google Ads,230.00,13671.00,5896.00,199.00,62662.00,20758.25,4.00,499.00,169.25,339.00,13590.00,5903.50
2021-09-20,Facebook Ads,287.00,34193.00,8905.50,400.00,91531.00,19123.50,2.00,290.00,138.63,466.00,44745.00,10497.63
2021-09-20,Google Ads,1502.00,12608.00,5691.00,1623.00,52062.00,16041.20,55.00,163.00,106.00,1173.00,18861.00,7568.00
2021-09-21,Facebook Ads,477.00,23588.00,7344.75,250.00,53692.00,14767.75,1.00,378.00,156.25,530.00,30995.00,10017.13
2021-09-21,Google Ads,1854.00,28966.00,10684.00,4127.00,12304.00,6807.25,25.00,256.00,141.00,1450.00,36674.00,12790.50
2021-09-22,Facebook Ads,1115.00,16413.00,5532.88,1580.00,45437.00,15906.75,6.00,245.00,119.50,1498.00,17912.00,6225.50
2021-09-22,Google Ads,2914.00,5385.00,3988.00,12957.00,31649.00,22171.33,114.00,175.00,147.33,2915.00,5626.00,4076.33
2021-09-23,Facebook Ads,181.00,19439.00,6622.71,555.00,64313.00,18229.43,5.00,431.00,122.71,288.00,33233.00,8744.43
2021-09-23,Google Ads,71.00,15997.00,4555.20,511.00,19691.00,7307.20,1.00,193.00,71.00,99.00,25291.00,6800.60
2021-09-24,Facebook Ads,67.00,19333.00,6763.43,44.00,47712.00,16506.00,2.00,534.00,164.29,56.00,28390.00,9261.14
2021-09-24,Google Ads,903.00,10053.00,4913.33,1485.00,21337.00,8265.00,14.00,249.00,134.00,1063.00,7435.00,4567.00
2021-09-25,Facebook Ads,35.00,20670.00,5279.22,98.00,35994.00,12572.67,0.00,302.00,86.44,35.00,34318.00,7465.11
2021-09-25,Google Ads,14.00,20865.00,7048.20,31.00,25782.00,10877.80,0.00,252.00,121.80,23.00,18365.00,6414.40
2021-09-26,Facebook Ads,23.00,21809.00,7325.63,51.00,50578.00,16598.00,0.00,282.00,102.75,19.00,21651.00,8883.50
2021-09-26,Google Ads,22.00,18733.00,6862.00,51.00,10788.00,6226.00,0.00,199.00,104.40,28.00,19927.00,7793.20
2021-09-27,Facebook Ads,72.00,21265.00,6270.00,45.00,55474.00,20736.63,0.00,267.00,120.63,110.00,27720.00,8789.38
2021-09-27,Google Ads,55.00,6333.00,3818.00,8.00,25663.00,8048.60,0.00,89.00,47.80,62.00,6479.00,4002.60
2021-09-28,Facebook Ads,33.00,25031.00,9037.25,26.00,54664.00,19316.25,0.00,350.00,139.75,57.00,36300.00,11753.25
2021-09-28,Google Ads,540.00,13999.00,3984.80,4859.00,41281.00,14253.20,22.00,188.00,104.80,510.00,22799.00,5812.80
2021-09-29,Facebook Ads,14.00,18522.00,5676.44,74.00,39496.00,14511.22,0.00,347.00,129.33,18.00,25684.00,7452.44
2021-09-29,Google Ads,23.00,12537.00,4021.50,17.00,44257.00,12914.25,0.00,258.00,77.75,16.00,9321.00,3252.50
2021-09-30,Facebook Ads,72.00,17208.00,5734.11,106.00,46272.00,12135.56,0.00,424.00,126.78,113.00,20614.00,7291.00
2021-09-30,Google Ads,49.00,4288.00,2257.40,34.00,36015.00,10464.80,0.00,212.00,71.00,81.00,5414.00,2853.80
2021-10-01,Facebook Ads,61.00,20321.00,7165.25,43.00,23187.00,10040.50,0.00,259.00,65.88,86.00,30178.00,9265.50
2021-10-01,Google Ads,50.00,20800.00,8631.00,37.00,28464.00,12274.00,0.00,70.00,43.00,56.00,17464.00,8602.00
2021-10-02,Facebook Ads,43.00,22587.00,7421.11,21.00,45919.00,17646.22,0.00,273.00,96.00,67.00,31970.00,10945.44
2021-10-02,Google Ads,1171.00,7909.00,4283.75,5714.00,34178.00,15544.75,19.00,166.00,72.50,1528.00,10075.00,4891.00
2021-10-03,Facebook Ads,12.00,21796.00,7862.71,36.00,51678.00,23443.86,0.00,783.00,218.29,12.00,19074.00,8705.00
2021-10-03,Google Ads,17.00,17926.00,6387.00,20.00,42276.00,17206.17,0.00,272.00,87.17,20.00,19062.00,6402.83
2021-10-04,Facebook Ads,30.00,18813.00,5803.00,7.00,35387.00,11692.71,0.00,278.00,117.00,37.00,19918.00,6050.86
2021-10-04,Google Ads,27.00,13327.00,3848.83,15.00,32370.00,11809.33,0.00,213.00,73.17,42.00,14609.00,4182.00
2021-10-05,Facebook Ads,11.00,20669.00,7001.11,54.00,37238.00,13518.22,0.00,810.00,168.33,13.00,26061.00,8114.44
2021-10-05,Google Ads,10.00,5712.00,1521.20,21.00,17432.00,7572.00,0.00,105.00,51.60,15.00,8521.00,2056.20
2021-10-06,Facebook Ads,0.00,26943.00,7684.44,0.00,67627.00,19125.44,0.00,474.00,114.22,0.00,26373.00,7864.22
2021-10-06,Google Ads,9.00,7241.00,3518.50,13.00,41624.00,13635.00,0.00,235.00,80.50,13.00,8208.00,3702.50
2021-10-07,Facebook Ads,0.00,19906.00,4790.00,0.00,44105.00,16565.33,0.00,594.00,129.33,0.00,25520.00,5992.17
2021-10-07,Google Ads,0.00,4979.00,2386.75,0.00,23534.00,7790.00,0.00,118.00,41.50,0.00,6899.00,3366.75
2021-10-08,Facebook Ads,219.00,22179.00,7291.57,277.00,61444.00,19034.14,1.00,288.00,74.86,223.00,29311.00,8579.71
2021-10-08,Google Ads,39.00,12542.00,4687.67,402.00,45048.00,16656.33,4.00,214.00,85.33,57.00,12973.00,5157.67
2021-10-09,Facebook Ads,0.00,28302.00,7834.33,0.00,58488.00,16288.44,0.00,293.00,114.00,0.00,22855.00,7272.56
2021-10-09,Google Ads,0.00,6543.00,2464.00,0.00,9020.00,4421.60,0.00,146.00,49.00,0.00,5433.00,2334.60
2021-10-10,Facebook Ads,1138.00,23531.00,7563.86,1520.00,76010.00,24073.71,10.00,634.00,150.14,1855.00,27500.00,8527.57
2021-10-10,Google Ads,1383.00,3570.00,2425.60,635.00,67161.00,17349.00,3.00,163.00,49.40,1048.00,4202.00,2523.40
2021-10-11,Facebook Ads,651.00,20140.00,5758.17,1214.00,44612.00,13696.50,8.00,606.00,138.67,744.00,32833.00,8459.33
2021-10-11,Google Ads,2526.00,3002.00,2688.33,4751.00,10479.00,7663.33,25.00,61.00,39.00,2119.00,3341.00,2597.33
2021-10-12,Facebook Ads,712.00,21100.00,5898.25,2064.00,41471.00,15641.88,5.00,496.00,137.88,858.00,26406.00,7108.50
2021-10-12,Google Ads,1205.00,8136.00,3375.80,1391.00,10801.00,5051.00,12.00,69.00,28.60,1172.00,7399.00,3382.80
2021-10-13,Facebook Ads,1521.00,23172.00,7999.38,1683.00,37279.00,10930.13,8.00,1247.00,218.63,1974.00,38578.00,11895.38
2021-10-13,Google Ads,1755.00,4294.00,2671.67,668.00,16593.00,6035.00,3.00,89.00,32.67,1153.00,5311.00,3087.67
2021-10-14,Facebook Ads,20.00,17863.00,5477.00,123.00,35283.00,9853.00,0.00,793.00,166.33,26.00,20579.00,7145.89
2021-10-14,Google Ads,279.00,6279.00,2700.00,817.00,63367.00,14553.80,6.00,139.00,42.20,239.00,8738.00,3405.60
2021-10-15,Facebook Ads,129.00,16684.00,4463.33,55.00,36831.00,12108.78,0.00,324.00,95.33,222.00,24835.00,6428.89
2021-10-15,Google Ads,786.00,18973.00,6041.00,576.00,16915.00,7025.75,5.00,162.00,50.50,815.00,28675.00,8627.50
2021-10-16,Facebook Ads,65.00,10673.00,4247.13,131.00,67637.00,19790.25,0.00,812.00,170.38,66.00,18636.00,6413.25
2021-10-16,Google Ads,216.00,6262.00,2141.40,509.00,41201.00,10171.80,9.00,148.00,51.80,281.00,4921.00,1732.60
2021-10-17,Facebook Ads,13.00,22774.00,5736.22,42.00,56081.00,13806.56,0.00,327.00,94.11,19.00,35231.00,7905.78
2021-10-17,Google Ads,1018.00,6221.00,3127.60,2177.00,29798.00,8851.60,7.00,224.00,62.40,1599.00,9206.00,4479.00
2021-10-18,Facebook Ads,1220.00,16630.00,4874.57,1966.00,32401.00,11979.43,6.00,707.00,153.86,1020.00,23504.00,6053.29
2021-10-18,Google Ads,1158.00,2873.00,1740.20,1120.00,10140.00,4646.80,28.00,43.00,35.00,921.00,3415.00,1927.80
2021-10-19,Facebook Ads,0.00,20926.00,5059.86,0.00,62200.00,17549.43,0.00,506.00,116.86,0.00,24465.00,6677.00
2021-10-19,Google Ads,0.00,3681.00,1468.00,0.00,6333.00,3718.00,0.00,60.00,23.00,0.00,4447.00,1525.75
2021-10-20,Facebook Ads,0.00,19261.00,5732.75,0.00,41090.00,12219.63,0.00,196.00,59.50,0.00,28238.00,8058.25
2021-10-20,Google Ads,476.00,2216.00,1075.75,2315.00,5880.00,3934.75,3.00,62.00,21.75,369.00,1467.00,889.00
2021-10-21,Facebook Ads,0.00,19503.00,5504.75,0.00,54308.00,12706.88,0.00,866.00,177.63,0.00,22212.00,6259.75
2021-10-21,Google Ads,0.00,2491.00,769.60,0.00,2187.00,1242.20,0.00,34.00,18.80,0.00,3905.00,1081.80
2021-10-22,Facebook Ads,0.00,17285.00,5225.57,0.00,50870.00,15139.71,0.00,372.00,117.86,0.00,27178.00,7332.71
2021-10-22,Google Ads,0.00,1685.00,1023.50,0.00,4056.00,2337.25,0.00,37.00,17.25,0.00,2620.00,1458.00
2021-10-23,Facebook Ads,390.00,9976.00,3925.33,1706.00,69311.00,18390.50,10.00,564.00,185.67,561.00,10395.00,4437.17
2021-10-23,Google Ads,1228.00,1416.00,1297.67,2173.00,5417.00,3669.33,8.00,42.00,21.33,1338.00,1479.00,1389.33
2021-10-24,Facebook Ads,313.00,16699.00,5120.14,1684.00,64130.00,12892.43,4.00,377.00,126.29,290.00,13711.00,4824.86
2021-10-24,Google Ads,394.00,1425.00,869.00,930.00,3176.00,1807.25,11.00,27.00,19.75,256.00,1599.00,948.75
2021-10-25,Facebook Ads,376.00,12504.00,4690.29,2713.00,40813.00,15053.86,9.00,392.00,123.29,458.00,16384.00,5838.86
2021-10-25,Google Ads,313.00,2077.00,1168.75,1067.00,6242.00,3170.50,9.00,24.00,15.25,470.00,1527.00,1198.75
2021-10-26,Facebook Ads,808.00,8557.00,4292.33,723.00,49818.00,17451.33,20.00,336.00,136.17,667.00,14085.00,5469.33
2021-10-26,Google Ads,842.00,1331.00,1086.50,1004.00,4327.00,2665.50,9.00,23.00,16.00,1267.00,1997.00,1632.00
2021-10-27,Facebook Ads,309.00,5960.00,3104.50,724.00,45571.00,10759.33,11.00,417.00,162.00,316.00,8658.00,3784.50
2021-10-27,Google Ads,401.00,598.00,499.50,1419.00,2019.00,1719.00,3.00,12.00,7.50,295.00,691.00,493.00
2021-10-28,Facebook Ads,794.00,19969.00,6732.17,2491.00,41699.00,11219.17,8.00,352.00,112.67,716.00,26741.00,8400.17
2021-10-28,Google Ads,378.00,378.00,378.00,3010.00,3010.00,3010.00,5.00,5.00,5.00,345.00,345.00,345.00
2021-10-29,Facebook Ads,858.00,11741.00,3912.60,1723.00,45212.00,11287.20,6.00,513.00,135.80,1106.00,14570.00,5178.80
2021-10-29,Google Ads,611.00,1990.00,1300.50,1557.00,3230.00,2393.50,11.00,13.00,12.00,790.00,1810.00,1300.00
2021-10-30,Facebook Ads,231.00,14397.00,4619.50,489.00,21752.00,8812.17,6.00,430.00,110.17,269.00,22900.00,7241.83
2021-10-30,Google Ads,147.00,684.00,415.50,391.00,5670.00,3030.50,7.00,9.00,8.00,184.00,794.00,489.00
2021-10-31,Facebook Ads,1910.00,13052.00,5318.40,2301.00,11640.00,6029.20,13.00,737.00,195.20,2922.00,18957.00,8217.00
